Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
6267.jpg,Commercial_Department\Bill_related_problem\6267.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,96.44%,MATCH
6275.jpg,Commercial_Department\Bill_related_problem\6275.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,47.83%,LOW_CONFIDENCE
6323.jpg,Commercial_Department\Bill_related_problem\6323.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,36.71%,LOW_CONFIDENCE
6347.jpg,Commercial_Department\Bill_related_problem\6347.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,19.03%,LOW_CONFIDENCE
6366.jpg,Commercial_Department\Bill_related_problem\6366.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,31.93%,LOW_CONFIDENCE
6373.jpg,Commercial_Department\Bill_related_problem\6373.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,31.47%,LOW_CONFIDENCE
6419.jpg,Commercial_Department\Bill_related_problem\6419.jpg,Commercial_Department,Drainage Dept,A photo of water logging or flooded street,33.09%,LOW_CONFIDENCE
6461.jpg,Commercial_Department\Bill_related_problem\6461.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,23.26%,LOW_CONFIDENCE
6462.jpg,Commercial_Department\Bill_related_problem\6462.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,22.78%,LOW_CONFIDENCE
6467.jpg,Commercial_Department\Bill_related_problem\6467.jpg,Commercial_Department,Drainage Dept,A photo of stagnant water,73.15%,MISMATCH
6486.jpg,Commercial_Department\Bill_related_problem\6486.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,29.10%,LOW_CONFIDENCE
6498.jpg,Commercial_Department\Bill_related_problem\6498.jpg,Commercial_Department,Sanitation Dept,A photo of overflowing trash bin,32.27%,LOW_CONFIDENCE
650.jpg,Commercial_Department\Bill_related_problem\650.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,15.97%,LOW_CONFIDENCE
6504.jpg,Commercial_Department\Bill_related_problem\6504.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,36.12%,LOW_CONFIDENCE
6531.jpg,Commercial_Department\Bill_related_problem\6531.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,55.40%,LOW_CONFIDENCE
6536.jpg,Commercial_Department\Bill_related_problem\6536.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,30.43%,LOW_CONFIDENCE
6590.jpg,Commercial_Department\Bill_related_problem\6590.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,31.06%,LOW_CONFIDENCE
6603.jpg,Commercial_Department\Bill_related_problem\6603.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,43.03%,LOW_CONFIDENCE
661.jpg,Commercial_Department\Bill_related_problem\661.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,25.39%,LOW_CONFIDENCE
6632.jpg,Commercial_Department\Bill_related_problem\6632.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,49.13%,LOW_CONFIDENCE
6638.jpg,Commercial_Department\Bill_related_problem\6638.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,19.71%,LOW_CONFIDENCE
6652.jpg,Commercial_Department\Bill_related_problem\6652.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,38.31%,LOW_CONFIDENCE
6660.jpg,Commercial_Department\Bill_related_problem\6660.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,24.85%,LOW_CONFIDENCE
6705.jpg,Commercial_Department\Bill_related_problem\6705.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,62.97%,MATCH
6720.jpg,Commercial_Department\Bill_related_problem\6720.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,40.97%,LOW_CONFIDENCE
6723.jpg,Commercial_Department\Bill_related_problem\6723.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,71.01%,MATCH
6735.jpg,Commercial_Department\Bill_related_problem\6735.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,78.07%,MISMATCH
6746.jpg,Commercial_Department\Bill_related_problem\6746.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,75.86%,MATCH
6750.png,Commercial_Department\Bill_related_problem\6750.png,Commercial_Department,Electricity Dept,A photo of an open transformer,31.13%,LOW_CONFIDENCE
676.jpg,Commercial_Department\Bill_related_problem\676.jpg,Commercial_Department,Civil Engineering Dept,A photo of damaged pavement or footpath,30.06%,LOW_CONFIDENCE
6767.jpg,Commercial_Department\Bill_related_problem\6767.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,30.43%,LOW_CONFIDENCE
677.jpg,Commercial_Department\Bill_related_problem\677.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,34.60%,LOW_CONFIDENCE
6776.jpg,Commercial_Department\Bill_related_problem\6776.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,32.03%,LOW_CONFIDENCE
6788.jpg,Commercial_Department\Bill_related_problem\6788.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,36.84%,LOW_CONFIDENCE
6792.jpg,Commercial_Department\Bill_related_problem\6792.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.58%,LOW_CONFIDENCE
6833.jpg,Commercial_Department\Bill_related_problem\6833.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,39.27%,LOW_CONFIDENCE
687.jpg,Commercial_Department\Bill_related_problem\687.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.61%,MISMATCH
6880.jpg,Commercial_Department\Bill_related_problem\6880.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,41.69%,LOW_CONFIDENCE
6897.jpg,Commercial_Department\Bill_related_problem\6897.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,37.33%,LOW_CONFIDENCE
6898.jpg,Commercial_Department\Bill_related_problem\6898.jpg,Commercial_Department,Drainage Dept,A photo of stagnant water,70.53%,MISMATCH
69.jpg,Commercial_Department\Bill_related_problem\69.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,95.48%,MATCH
6902.jpg,Commercial_Department\Bill_related_problem\6902.jpg,Commercial_Department,Sanitation Dept,A photo of overflowing trash bin,22.96%,LOW_CONFIDENCE
6911.jpg,Commercial_Department\Bill_related_problem\6911.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,20.07%,LOW_CONFIDENCE
7007.jpg,Commercial_Department\Bill_related_problem\7007.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,36.31%,LOW_CONFIDENCE
7029.jpg,Commercial_Department\Bill_related_problem\7029.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,27.72%,LOW_CONFIDENCE
7045.jpg,Commercial_Department\Bill_related_problem\7045.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,94.38%,MATCH
7053.jpg,Commercial_Department\Bill_related_problem\7053.jpg,Commercial_Department,Civil Engineering Dept,A photo of construction material dumped on road,40.68%,LOW_CONFIDENCE
7201.jpg,Commercial_Department\Bill_related_problem\7201.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,23.46%,LOW_CONFIDENCE
7249.jpg,Commercial_Department\Bill_related_problem\7249.jpg,Commercial_Department,Sanitation Dept,A photo of overflowing trash bin,22.15%,LOW_CONFIDENCE
7250.jpg,Commercial_Department\Bill_related_problem\7250.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,32.72%,LOW_CONFIDENCE
733.jpg,Commercial_Department\Bill_related_problem\733.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,46.78%,LOW_CONFIDENCE
7399.jpg,Commercial_Department\Bill_related_problem\7399.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.07%,LOW_CONFIDENCE
757.jpg,Commercial_Department\Bill_related_problem\757.jpg,Commercial_Department,Electricity Dept,A photo of a broken street light,19.11%,LOW_CONFIDENCE
7639.jpg,Commercial_Department\Bill_related_problem\7639.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,28.95%,LOW_CONFIDENCE
7648.jpg,Commercial_Department\Bill_related_problem\7648.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,41.03%,LOW_CONFIDENCE
766.jpg,Commercial_Department\Bill_related_problem\766.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,62.77%,MATCH
7715.jpg,Commercial_Department\Bill_related_problem\7715.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,41.03%,LOW_CONFIDENCE
7760.jpg,Commercial_Department\Bill_related_problem\7760.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,22.47%,LOW_CONFIDENCE
7782.jpg,Commercial_Department\Bill_related_problem\7782.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,41.03%,LOW_CONFIDENCE
7793.jpg,Commercial_Department\Bill_related_problem\7793.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,21.48%,LOW_CONFIDENCE
7859.jpg,Commercial_Department\Bill_related_problem\7859.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,52.62%,LOW_CONFIDENCE
787.jpg,Commercial_Department\Bill_related_problem\787.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,34.36%,LOW_CONFIDENCE
7890.jpg,Commercial_Department\Bill_related_problem\7890.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,33.27%,LOW_CONFIDENCE
7900.jpg,Commercial_Department\Bill_related_problem\7900.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,31.46%,LOW_CONFIDENCE
7927.jpg,Commercial_Department\Bill_related_problem\7927.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,33.27%,LOW_CONFIDENCE
8208.jpg,Commercial_Department\Bill_related_problem\8208.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,68.78%,MISMATCH
8256.jpg,Commercial_Department\Bill_related_problem\8256.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,43.98%,LOW_CONFIDENCE
828.jpg,Commercial_Department\Bill_related_problem\828.jpg,Commercial_Department,Electricity Dept,A photo of a broken street light,22.95%,LOW_CONFIDENCE
8288.jpg,Commercial_Department\Bill_related_problem\8288.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,66.22%,MISMATCH
8288_1.jpg,Commercial_Department\Bill_related_problem\8288_1.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,55.27%,LOW_CONFIDENCE
8301.jpg,Commercial_Department\Bill_related_problem\8301.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,28.64%,LOW_CONFIDENCE
8363.jpg,Commercial_Department\Bill_related_problem\8363.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,62.71%,MISMATCH
8371.jpg,Commercial_Department\Bill_related_problem\8371.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,58.84%,LOW_CONFIDENCE
8407.jpg,Commercial_Department\Bill_related_problem\8407.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,27.99%,LOW_CONFIDENCE
8473.jpg,Commercial_Department\Bill_related_problem\8473.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,31.37%,LOW_CONFIDENCE
8483.jpg,Commercial_Department\Bill_related_problem\8483.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,45.23%,LOW_CONFIDENCE
8485.jpg,Commercial_Department\Bill_related_problem\8485.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,16.39%,LOW_CONFIDENCE
8503.jpg,Commercial_Department\Bill_related_problem\8503.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,30.35%,LOW_CONFIDENCE
8560.jpg,Commercial_Department\Bill_related_problem\8560.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,94.13%,MATCH
8566.jpg,Commercial_Department\Bill_related_problem\8566.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,27.86%,LOW_CONFIDENCE
8584.jpg,Commercial_Department\Bill_related_problem\8584.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,26.74%,LOW_CONFIDENCE
866.jpg,Commercial_Department\Bill_related_problem\866.jpg,Commercial_Department,Drainage Dept,A photo of stagnant water,36.56%,LOW_CONFIDENCE
868.jpg,Commercial_Department\Bill_related_problem\868.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,24.34%,LOW_CONFIDENCE
869.jpg,Commercial_Department\Bill_related_problem\869.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,40.31%,LOW_CONFIDENCE
872.jpg,Commercial_Department\Bill_related_problem\872.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,40.71%,LOW_CONFIDENCE
8801.jpg,Commercial_Department\Bill_related_problem\8801.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,41.73%,LOW_CONFIDENCE
8818.jpg,Commercial_Department\Bill_related_problem\8818.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,24.88%,LOW_CONFIDENCE
886.jpg,Commercial_Department\Bill_related_problem\886.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,40.31%,LOW_CONFIDENCE
8882.jpg,Commercial_Department\Bill_related_problem\8882.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.79%,LOW_CONFIDENCE
8883.jpg,Commercial_Department\Bill_related_problem\8883.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,37.32%,LOW_CONFIDENCE
8888.jpg,Commercial_Department\Bill_related_problem\8888.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,75.70%,MATCH
8889.jpg,Commercial_Department\Bill_related_problem\8889.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,13.45%,LOW_CONFIDENCE
8891.jpg,Commercial_Department\Bill_related_problem\8891.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,46.00%,LOW_CONFIDENCE
8970.jpg,Commercial_Department\Bill_related_problem\8970.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.01%,LOW_CONFIDENCE
907.jpg,Commercial_Department\Bill_related_problem\907.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,20.35%,LOW_CONFIDENCE
9078.jpg,Commercial_Department\Bill_related_problem\9078.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,22.51%,LOW_CONFIDENCE
9091.jpg,Commercial_Department\Bill_related_problem\9091.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,22.96%,LOW_CONFIDENCE
9092.jpg,Commercial_Department\Bill_related_problem\9092.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,28.68%,LOW_CONFIDENCE
9095.jpg,Commercial_Department\Bill_related_problem\9095.jpg,Commercial_Department,Sanitation Dept,A photo of overflowing trash bin,11.26%,LOW_CONFIDENCE
9104.jpg,Commercial_Department\Bill_related_problem\9104.jpg,Commercial_Department,Electricity Dept,A photo of a broken street light,81.12%,MATCH
9143.jpg,Commercial_Department\Bill_related_problem\9143.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,53.88%,LOW_CONFIDENCE
9251.jpg,Commercial_Department\Bill_related_problem\9251.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,97.28%,MATCH
9259.jpg,Commercial_Department\Bill_related_problem\9259.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,21.24%,LOW_CONFIDENCE
9290.jpg,Commercial_Department\Bill_related_problem\9290.jpg,Commercial_Department,Electricity Dept,A photo of a broken street light,67.21%,MATCH
9304.jpg,Commercial_Department\Bill_related_problem\9304.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,62.16%,MISMATCH
9315.jpg,Commercial_Department\Bill_related_problem\9315.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,16.59%,LOW_CONFIDENCE
9317.jpg,Commercial_Department\Bill_related_problem\9317.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,62.28%,MISMATCH
9318.jpg,Commercial_Department\Bill_related_problem\9318.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,94.35%,MISMATCH
932.jpg,Commercial_Department\Bill_related_problem\932.jpg,Commercial_Department,Civil Engineering Dept,A photo of construction material dumped on road,21.76%,LOW_CONFIDENCE
933.jpg,Commercial_Department\Bill_related_problem\933.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,39.17%,LOW_CONFIDENCE
9350.jpg,Commercial_Department\Bill_related_problem\9350.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,16.59%,LOW_CONFIDENCE
9381.jpg,Commercial_Department\Bill_related_problem\9381.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,16.59%,LOW_CONFIDENCE
9394.jpg,Commercial_Department\Bill_related_problem\9394.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,29.61%,LOW_CONFIDENCE
9404.jpg,Commercial_Department\Bill_related_problem\9404.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,98.87%,MATCH
941.jpg,Commercial_Department\Bill_related_problem\941.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,30.50%,LOW_CONFIDENCE
9481.jpg,Commercial_Department\Bill_related_problem\9481.jpg,Commercial_Department,Horticulture Dept,A photo of unmaintained park or dry plants,24.35%,LOW_CONFIDENCE
9504.jpg,Commercial_Department\Bill_related_problem\9504.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,87.99%,MISMATCH
9518.jpg,Commercial_Department\Bill_related_problem\9518.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,28.97%,LOW_CONFIDENCE
959.jpg,Commercial_Department\Bill_related_problem\959.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,36.17%,LOW_CONFIDENCE
9618.jpg,Commercial_Department\Bill_related_problem\9618.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,26.04%,LOW_CONFIDENCE
9738.jpg,Commercial_Department\Bill_related_problem\9738.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,71.08%,MISMATCH
9819.jpg,Commercial_Department\Bill_related_problem\9819.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,21.64%,LOW_CONFIDENCE
9820.jpg,Commercial_Department\Bill_related_problem\9820.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,40.64%,LOW_CONFIDENCE
991.jpg,Commercial_Department\Bill_related_problem\991.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,34.98%,LOW_CONFIDENCE
9927.jpg,Commercial_Department\Bill_related_problem\9927.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,57.77%,LOW_CONFIDENCE
9965.jpg,Commercial_Department\Bill_related_problem\9965.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,36.49%,LOW_CONFIDENCE
10109.jpg,Commercial_Department\Detection_of_power_theft\10109.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,73.40%,MISMATCH
10473.jpg,Commercial_Department\Detection_of_power_theft\10473.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,54.19%,LOW_CONFIDENCE
10940.jpg,Commercial_Department\Detection_of_power_theft\10940.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.74%,MISMATCH
11213.jpg,Commercial_Department\Detection_of_power_theft\11213.jpg,Commercial_Department,Drainage Dept,A photo of a blocked drain or sewer,56.81%,LOW_CONFIDENCE
11677.jpg,Commercial_Department\Detection_of_power_theft\11677.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.86%,MISMATCH
13686.jpg,Commercial_Department\Detection_of_power_theft\13686.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,93.77%,MISMATCH
14484.jpg,Commercial_Department\Detection_of_power_theft\14484.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,43.19%,LOW_CONFIDENCE
1584.jpg,Commercial_Department\Detection_of_power_theft\1584.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,61.67%,MISMATCH
16200.jpg,Commercial_Department\Detection_of_power_theft\16200.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,54.38%,LOW_CONFIDENCE
16994.jpg,Commercial_Department\Detection_of_power_theft\16994.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.29%,MISMATCH
17207.jpg,Commercial_Department\Detection_of_power_theft\17207.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,95.13%,MISMATCH
18703.jpg,Commercial_Department\Detection_of_power_theft\18703.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,90.56%,MISMATCH
19003.jpg,Commercial_Department\Detection_of_power_theft\19003.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,87.38%,MATCH
19478.jpg,Commercial_Department\Detection_of_power_theft\19478.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,91.58%,MATCH
20865.jpg,Commercial_Department\Detection_of_power_theft\20865.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,40.74%,LOW_CONFIDENCE
20929.jpg,Commercial_Department\Detection_of_power_theft\20929.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,40.74%,LOW_CONFIDENCE
20963.jpg,Commercial_Department\Detection_of_power_theft\20963.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,50.34%,LOW_CONFIDENCE
20980.jpg,Commercial_Department\Detection_of_power_theft\20980.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.34%,MISMATCH
2136.jpg,Commercial_Department\Detection_of_power_theft\2136.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,87.91%,MATCH
2345.jpg,Commercial_Department\Detection_of_power_theft\2345.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,64.83%,MATCH
2645.jpg,Commercial_Department\Detection_of_power_theft\2645.jpg,Commercial_Department,Electricity Dept,A photo of a broken street light,48.34%,LOW_CONFIDENCE
2761.jpg,Commercial_Department\Detection_of_power_theft\2761.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,74.09%,MATCH
2807.jpg,Commercial_Department\Detection_of_power_theft\2807.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,83.91%,MATCH
3005.jpg,Commercial_Department\Detection_of_power_theft\3005.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,93.81%,MISMATCH
4418.jpg,Commercial_Department\Detection_of_power_theft\4418.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.89%,MISMATCH
4792.jpg,Commercial_Department\Detection_of_power_theft\4792.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,91.10%,MATCH
4804.jpg,Commercial_Department\Detection_of_power_theft\4804.jpg,Commercial_Department,Drainage Dept,A photo of water logging or flooded street,24.58%,LOW_CONFIDENCE
5858.jpg,Commercial_Department\Detection_of_power_theft\5858.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,60.24%,MATCH
6372.jpg,Commercial_Department\Detection_of_power_theft\6372.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.71%,MISMATCH
673.jpg,Commercial_Department\Detection_of_power_theft\673.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,84.91%,MATCH
7318.jpg,Commercial_Department\Detection_of_power_theft\7318.jpg,Commercial_Department,Civil Engineering Dept,A photo of construction material dumped on road,63.03%,MISMATCH
8174.jpg,Commercial_Department\Detection_of_power_theft\8174.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,98.49%,MISMATCH
8898.jpg,Commercial_Department\Detection_of_power_theft\8898.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.86%,MISMATCH
9088.jpg,Commercial_Department\Detection_of_power_theft\9088.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.67%,MISMATCH
9398.jpg,Commercial_Department\Detection_of_power_theft\9398.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,93.80%,MISMATCH
9563.jpg,Commercial_Department\Detection_of_power_theft\9563.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,59.36%,LOW_CONFIDENCE
9577.jpg,Commercial_Department\Detection_of_power_theft\9577.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,98.20%,MISMATCH
9584.jpg,Commercial_Department\Detection_of_power_theft\9584.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,68.97%,MISMATCH
11164.jpg,Commercial_Department\Generation_Of_Electricity_Bill\11164.jpg,Commercial_Department,Civil Engineering Dept,A photo of construction material dumped on road,38.32%,LOW_CONFIDENCE
11309.jpg,Commercial_Department\Generation_Of_Electricity_Bill\11309.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,31.01%,LOW_CONFIDENCE
11802.jpg,Commercial_Department\Generation_Of_Electricity_Bill\11802.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,56.91%,LOW_CONFIDENCE
12240.jpg,Commercial_Department\Generation_Of_Electricity_Bill\12240.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,27.02%,LOW_CONFIDENCE
12347.jpg,Commercial_Department\Generation_Of_Electricity_Bill\12347.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,31.48%,LOW_CONFIDENCE
1335.jpg,Commercial_Department\Generation_Of_Electricity_Bill\1335.jpg,Commercial_Department,Sanitation Dept,A photo of a garbage dump,44.02%,LOW_CONFIDENCE
13424.jpg,Commercial_Department\Generation_Of_Electricity_Bill\13424.jpg,Commercial_Department,Civil Engineering Dept,A photo of construction material dumped on road,53.02%,LOW_CONFIDENCE
14025.jpg,Commercial_Department\Generation_Of_Electricity_Bill\14025.jpg,Commercial_Department,Pollution Control Dept,A photo of air pollution or thick smoke,58.82%,LOW_CONFIDENCE
14383.jpg,Commercial_Department\Generation_Of_Electricity_Bill\14383.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,80.24%,MATCH
1467.jpg,Commercial_Department\Generation_Of_Electricity_Bill\1467.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,25.77%,LOW_CONFIDENCE
15136.jpg,Commercial_Department\Generation_Of_Electricity_Bill\15136.jpg,Commercial_Department,Enforcement Dept,A photo of illegal shop or encroachment on footpath,50.28%,LOW_CONFIDENCE
15818.jpg,Commercial_Department\Generation_Of_Electricity_Bill\15818.jpg,Commercial_Department,Enforcement Dept,A photo of unauthorized construction,43.32%,LOW_CONFIDENCE
15924.jpg,Commercial_Department\Generation_Of_Electricity_Bill\15924.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,25.69%,LOW_CONFIDENCE
1628.jpg,Commercial_Department\Generation_Of_Electricity_Bill\1628.jpg,Commercial_Department,Electricity Dept,A photo of an open transformer,68.53%,MATCH
16280.jpg,Commercial_Department\Generation_Of_Electricity_Bill\16280.jpg,Commercial_Department,Electricity Dept,A photo of dangling electrical wires,21.91%,LOW_CONFIDENCE
