Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
596.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\596.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,36.70%,LOW_CONFIDENCE
5969.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\5969.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,32.09%,LOW_CONFIDENCE
607.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\607.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,58.72%,LOW_CONFIDENCE
6113.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6113.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,40.26%,LOW_CONFIDENCE
6227.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6227.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,50.68%,LOW_CONFIDENCE
6248.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6248.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,51.53%,LOW_CONFIDENCE
629.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\629.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,49.35%,LOW_CONFIDENCE
6431.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6431.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,37.17%,LOW_CONFIDENCE
6449.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6449.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,38.98%,LOW_CONFIDENCE
6496.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6496.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,57.05%,LOW_CONFIDENCE
6498.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6498.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,51.95%,LOW_CONFIDENCE
6536.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6536.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,49.25%,LOW_CONFIDENCE
6553.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6553.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,44.49%,LOW_CONFIDENCE
6586.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6586.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,58.59%,LOW_CONFIDENCE
66.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\66.jpg,Electricity_-I,Civil Engineering Dept,A photo of construction material dumped on road,81.52%,MISMATCH
662.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\662.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,14.86%,LOW_CONFIDENCE
6643.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6643.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,58.05%,LOW_CONFIDENCE
6683.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6683.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,33.46%,LOW_CONFIDENCE
6702.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6702.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,43.76%,LOW_CONFIDENCE
672.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\672.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,42.37%,LOW_CONFIDENCE
6739.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6739.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,51.12%,LOW_CONFIDENCE
674.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\674.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,50.99%,LOW_CONFIDENCE
685.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\685.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,58.82%,LOW_CONFIDENCE
6871.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6871.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,29.11%,LOW_CONFIDENCE
6923.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6923.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,53.04%,LOW_CONFIDENCE
6935.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6935.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,48.74%,LOW_CONFIDENCE
6964.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6964.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,47.32%,LOW_CONFIDENCE
6984.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\6984.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,46.11%,LOW_CONFIDENCE
7103.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7103.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,40.80%,LOW_CONFIDENCE
7126.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7126.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,23.46%,LOW_CONFIDENCE
7168.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7168.jpg,Electricity_-I,Civil Engineering Dept,A photo of construction material dumped on road,28.11%,LOW_CONFIDENCE
7189.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7189.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,25.74%,LOW_CONFIDENCE
719.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\719.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,36.80%,LOW_CONFIDENCE
7396.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7396.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,58.95%,LOW_CONFIDENCE
7416.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7416.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,45.49%,LOW_CONFIDENCE
7450.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7450.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,43.55%,LOW_CONFIDENCE
7595.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7595.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,49.89%,LOW_CONFIDENCE
7698.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7698.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,18.78%,LOW_CONFIDENCE
7704.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7704.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,54.98%,LOW_CONFIDENCE
7717.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7717.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,34.61%,LOW_CONFIDENCE
7771.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7771.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,37.73%,LOW_CONFIDENCE
7797.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7797.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,41.29%,LOW_CONFIDENCE
7804.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7804.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,25.57%,LOW_CONFIDENCE
7824.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7824.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,43.29%,LOW_CONFIDENCE
7904.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7904.jpg,Electricity_-I,Drainage Dept,A photo of stagnant water,82.73%,MISMATCH
7904_1.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7904_1.jpg,Electricity_-I,Drainage Dept,A photo of stagnant water,82.73%,MISMATCH
7919.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7919.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.69%,MISMATCH
7919_1.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7919_1.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.69%,MISMATCH
7920.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7920.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,31.04%,LOW_CONFIDENCE
7920_1.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7920_1.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,31.04%,LOW_CONFIDENCE
7941.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7941.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.78%,LOW_CONFIDENCE
7941_1.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7941_1.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.78%,LOW_CONFIDENCE
7955.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7955.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,48.45%,LOW_CONFIDENCE
7955_1.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7955_1.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,48.45%,LOW_CONFIDENCE
7978.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\7978.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,26.69%,LOW_CONFIDENCE
803.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\803.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,85.38%,MISMATCH
8185.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8185.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,55.79%,LOW_CONFIDENCE
8212.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8212.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.93%,MISMATCH
8231.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8231.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,82.00%,MISMATCH
8261.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8261.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,39.47%,LOW_CONFIDENCE
8287.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8287.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,57.72%,LOW_CONFIDENCE
8298.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8298.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,44.78%,LOW_CONFIDENCE
8467.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8467.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,57.02%,LOW_CONFIDENCE
8565.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8565.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,47.04%,LOW_CONFIDENCE
86.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\86.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,50.16%,LOW_CONFIDENCE
8781.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8781.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,57.71%,LOW_CONFIDENCE
8860.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8860.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,36.73%,LOW_CONFIDENCE
8875.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8875.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,42.28%,LOW_CONFIDENCE
8903.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\8903.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,48.99%,LOW_CONFIDENCE
9039.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9039.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,57.91%,LOW_CONFIDENCE
9053.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9053.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,39.00%,LOW_CONFIDENCE
9191.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9191.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,28.37%,LOW_CONFIDENCE
9195.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9195.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,87.54%,MISMATCH
9261.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9261.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,35.31%,LOW_CONFIDENCE
9286.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9286.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,36.43%,LOW_CONFIDENCE
9394.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9394.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.53%,MISMATCH
9449.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9449.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,59.14%,LOW_CONFIDENCE
9606.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9606.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,78.28%,MISMATCH
9633.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9633.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,39.04%,LOW_CONFIDENCE
9726.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9726.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,45.96%,LOW_CONFIDENCE
9778.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9778.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,55.45%,LOW_CONFIDENCE
9833.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\9833.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,82.85%,MISMATCH
998.jpg,Electricity_-I\Electric-BM-_Electric_Building_Maintenance\998.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,41.56%,LOW_CONFIDENCE
11685.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\11685.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,57.72%,LOW_CONFIDENCE
13756.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\13756.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,36.26%,LOW_CONFIDENCE
17821.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\17821.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,82.31%,MISMATCH
3324.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\3324.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,46.51%,LOW_CONFIDENCE
3841.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\3841.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,56.40%,LOW_CONFIDENCE
3927.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\3927.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,46.03%,LOW_CONFIDENCE
4027.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\4027.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,40.81%,LOW_CONFIDENCE
4054.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\4054.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,40.21%,LOW_CONFIDENCE
4264.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\4264.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,37.50%,LOW_CONFIDENCE
4401.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\4401.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,51.28%,LOW_CONFIDENCE
4628.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\4628.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,41.59%,LOW_CONFIDENCE
5037.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\5037.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,51.26%,LOW_CONFIDENCE
5079.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\5079.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,46.22%,LOW_CONFIDENCE
5173.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\5173.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,23.72%,LOW_CONFIDENCE
5263.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\5263.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,60.95%,MISMATCH
5441.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\5441.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,44.79%,LOW_CONFIDENCE
5868.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\5868.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.88%,MISMATCH
6245.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\6245.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,55.59%,LOW_CONFIDENCE
6307.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\6307.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,25.49%,LOW_CONFIDENCE
6495.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\6495.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,44.08%,LOW_CONFIDENCE
6803.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\6803.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,45.64%,LOW_CONFIDENCE
7467.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\7467.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,47.35%,LOW_CONFIDENCE
7497.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\7497.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,39.29%,LOW_CONFIDENCE
7678.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\7678.jpg,Electricity_-I,Sanitation Dept,A photo of overflowing trash bin,29.26%,LOW_CONFIDENCE
8229.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\8229.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,35.51%,LOW_CONFIDENCE
9231.jpg,Electricity_-I\Electric-BM-_Water_Cooler_not_working\9231.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,48.55%,LOW_CONFIDENCE
10145.jpg,Electricity_-I\Fire_In_Pole\10145.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,46.97%,LOW_CONFIDENCE
10960.jpg,Electricity_-I\Fire_In_Pole\10960.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,33.90%,LOW_CONFIDENCE
1142.jpg,Electricity_-I\Fire_In_Pole\1142.jpg,Electricity_-I,Pollution Control Dept,A photo of burning garbage,54.14%,LOW_CONFIDENCE
1338.jpg,Electricity_-I\Fire_In_Pole\1338.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,54.11%,LOW_CONFIDENCE
13524.jpg,Electricity_-I\Fire_In_Pole\13524.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,53.08%,LOW_CONFIDENCE
14125.jpg,Electricity_-I\Fire_In_Pole\14125.jpg,Electricity_-I,Civil Engineering Dept,A photo of construction material dumped on road,24.42%,LOW_CONFIDENCE
14239.jpg,Electricity_-I\Fire_In_Pole\14239.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,36.86%,LOW_CONFIDENCE
15059.jpg,Electricity_-I\Fire_In_Pole\15059.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,55.78%,LOW_CONFIDENCE
16725.jpg,Electricity_-I\Fire_In_Pole\16725.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,39.30%,LOW_CONFIDENCE
18609.jpg,Electricity_-I\Fire_In_Pole\18609.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,58.37%,LOW_CONFIDENCE
18666.jpg,Electricity_-I\Fire_In_Pole\18666.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.24%,MISMATCH
19636.jpg,Electricity_-I\Fire_In_Pole\19636.jpg,Electricity_-I,Civil Engineering Dept,A photo of damaged pavement or footpath,50.26%,LOW_CONFIDENCE
20399.jpg,Electricity_-I\Fire_In_Pole\20399.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,29.98%,LOW_CONFIDENCE
2351.jpg,Electricity_-I\Fire_In_Pole\2351.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,57.09%,LOW_CONFIDENCE
2465.jpg,Electricity_-I\Fire_In_Pole\2465.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,93.37%,MISMATCH
2965.jpg,Electricity_-I\Fire_In_Pole\2965.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.84%,LOW_CONFIDENCE
3005.jpg,Electricity_-I\Fire_In_Pole\3005.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,57.77%,LOW_CONFIDENCE
4431.jpg,Electricity_-I\Fire_In_Pole\4431.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,59.93%,LOW_CONFIDENCE
53.jpg,Electricity_-I\Fire_In_Pole\53.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,63.08%,MISMATCH
5569.jpg,Electricity_-I\Fire_In_Pole\5569.jpg,Electricity_-I,Drainage Dept,A photo of stagnant water,54.04%,LOW_CONFIDENCE
6926.jpg,Electricity_-I\Fire_In_Pole\6926.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,26.41%,LOW_CONFIDENCE
7104.jpg,Electricity_-I\Fire_In_Pole\7104.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,32.70%,LOW_CONFIDENCE
8614.jpg,Electricity_-I\Fire_In_Pole\8614.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,46.26%,LOW_CONFIDENCE
957.jpg,Electricity_-I\Fire_In_Pole\957.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,88.18%,MISMATCH
10776.jpg,Electricity_-I\High_mask_light_not_working\10776.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,37.17%,LOW_CONFIDENCE
10797.jpg,Electricity_-I\High_mask_light_not_working\10797.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.56%,LOW_CONFIDENCE
1083.jpg,Electricity_-I\High_mask_light_not_working\1083.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,36.95%,LOW_CONFIDENCE
1169.jpg,Electricity_-I\High_mask_light_not_working\1169.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,88.77%,MISMATCH
1192.jpg,Electricity_-I\High_mask_light_not_working\1192.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,25.82%,LOW_CONFIDENCE
12197.jpg,Electricity_-I\High_mask_light_not_working\12197.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,52.74%,LOW_CONFIDENCE
12458.jpg,Electricity_-I\High_mask_light_not_working\12458.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,50.45%,LOW_CONFIDENCE
13170.jpg,Electricity_-I\High_mask_light_not_working\13170.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,57.33%,LOW_CONFIDENCE
13786.jpg,Electricity_-I\High_mask_light_not_working\13786.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.59%,MISMATCH
1409.jpg,Electricity_-I\High_mask_light_not_working\1409.jpg,Electricity_-I,Electricity Dept,A photo of a broken street light,43.33%,LOW_CONFIDENCE
14237.jpg,Electricity_-I\High_mask_light_not_working\14237.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,79.20%,MISMATCH
1441.jpg,Electricity_-I\High_mask_light_not_working\1441.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.57%,MISMATCH
14564.jpg,Electricity_-I\High_mask_light_not_working\14564.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,57.18%,LOW_CONFIDENCE
14939.jpg,Electricity_-I\High_mask_light_not_working\14939.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,38.77%,LOW_CONFIDENCE
15720.jpg,Electricity_-I\High_mask_light_not_working\15720.jpg,Electricity_-I,Pollution Control Dept,A photo of air pollution or thick smoke,86.30%,MISMATCH
15752.jpg,Electricity_-I\High_mask_light_not_working\15752.jpg,Electricity_-I,Drainage Dept,A photo of water logging or flooded street,44.38%,LOW_CONFIDENCE
15801.jpg,Electricity_-I\High_mask_light_not_working\15801.jpg,Electricity_-I,Electricity Dept,A photo of an open transformer,42.49%,LOW_CONFIDENCE
15817.jpg,Electricity_-I\High_mask_light_not_working\15817.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,68.46%,MISMATCH
15860.jpg,Electricity_-I\High_mask_light_not_working\15860.jpg,Electricity_-I,Drainage Dept,A photo of a blocked drain or sewer,66.72%,MISMATCH
16209.jpg,Electricity_-I\High_mask_light_not_working\16209.jpg,Electricity_-I,Drainage Dept,A photo of water logging or flooded street,61.04%,MISMATCH
16377.jpg,Electricity_-I\High_mask_light_not_working\16377.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,25.95%,LOW_CONFIDENCE
17288.jpg,Electricity_-I\High_mask_light_not_working\17288.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,81.84%,MISMATCH
17304.jpg,Electricity_-I\High_mask_light_not_working\17304.jpg,Electricity_-I,Enforcement Dept,A photo of unauthorized construction,80.58%,MISMATCH
17381.jpg,Electricity_-I\High_mask_light_not_working\17381.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,35.05%,LOW_CONFIDENCE
17389.jpg,Electricity_-I\High_mask_light_not_working\17389.jpg,Electricity_-I,Drainage Dept,A photo of water logging or flooded street,38.68%,LOW_CONFIDENCE
17435.jpg,Electricity_-I\High_mask_light_not_working\17435.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.08%,MISMATCH
17585.jpg,Electricity_-I\High_mask_light_not_working\17585.jpg,Electricity_-I,Electricity Dept,A photo of dangling electrical wires,34.66%,LOW_CONFIDENCE
17679.jpg,Electricity_-I\High_mask_light_not_working\17679.jpg,Electricity_-I,Enforcement Dept,A photo of illegal shop or encroachment on footpath,49.85%,LOW_CONFIDENCE
